,essay_set,essay_id,essay,rater1_domain1,rater2_domain1,domain1_score
65,8,20797,someone said laughter shortest distance two people means since everyone laughs laughter quickest easiest way connect another person believe one point time older brother get along well almost never around would either fighting ignoring one another much problem since five years older became older brother began see one another often decided sit one day talk exactly sure say first ten minutes sat silence two guys back porch middle fell backwards bush laughed harder ever laughed lives family get together lot arguing fighting sit tell stories laugh family friends laughter one important components relationship laughter comes happiness happiness comes love love important component life say laughter shortest distance people,15,18,33
66,8,20800,true story might sound cheesy true opinion love story substituting real names others names though long day school decided log book chat new friends made online forgotten sent friend request accepted request remembered request stared know minute minute clue one gave number along chat could call text keep contact book starting like knew high school student sophomore exact also friends common liked talking lot noticed loved laugh lot mean lot liked always made day knew recently broken boyfriend mind liked big hope could chance making happy accepted girlfriend without doubt said would much like girlfriend would replied thought recently got relationship answered days past perfectly starting receive texts ex boyfriend started affect relationship bad thing still love knew one stop fighting get type girl like hiding anything boyfriend one night talking phone decided ask willing try forget ex scared answer question honest said try promising anything good communication laughing involved changed subject willing favor course said favor could laugh laughed favor laughed would thought laughter relationship could make much better make perfect exactly want sure much better fighting things plain dumb pointless believe laughter plays excellent part kind relationship laughter language understand communicate one hope liked true story laughter plays important part relationships,18,15,33
67,8,20802,relationship laughter well first time came face face laughter met boyfriend first time met depressed time friends stand anymore friends introduced fell love first time happy depressed alone corner crying time happened first time almost year smiled smile day met friends knew found someone take care love later relationship laughter came play laughing time around upset time started hanging took friends us hang stated hang got know better beginning first met took freshmen year us start dating found suppose ably dating someone else believe first guy came started yelling came comforted front friends said cheating guy met tried telling told never dating first place friends walked saw tears asked whats wrong tried find someone new time another guy happy nothing change always matter happens us best thing ever happened makes laugh upset mad says worry everything okay promise believe laughter relationship almost year plan change unless one us messes messed many time know anymore leaves know going apart life relationship lets see keep together messing time around part relationship best wont change least hope wont would make go back living fear step dad glade found someone hope change laughter comes around makes laugh one ever able make laugh crying even friends family laughter almost time wait day sorrow goes window together happy hopefully nothing goes bad us much love bubbly self around six friends say losing bubbly self let disappear guide road also told dad really hang anymore reason bossy tell people understand relationship going work keep getting middle think life revolves around relationship laughter nothing friends family boyfriend told relationship laughter lets say relationship laughter always nothing change even parents parents promise much relationship happy ending anyone anything trying get middle wish world could run away anyone knowing world well say nothing make relationship ever go bad unless start fight hope nothing tear us apart knows happen,15,15,30
68,8,20803,laughter heard man say laughing key happiness laugh healthy people love laugh laughing creates great memories gets rid sadness gives energy even gives good abdominal work depending hard laugh long nothing better good funny movie makes laugh hard cry jaw hurts stomach even sore next day favorite movies funny bet laughing making someone else laugh could get hired job say go interview job involves working people everyday going go boring moditone going go make person interviewing laugh act like known since laughter also abused used bad ways making fun people funny calling kids gym class names cant throw baseball far laughing make people feel bright stars night make people feel bad basketball player missing buzzer beater win championship game careful use treat like loaded gun use wrong could hurt someone hours died family began talk good memories spent us noticed tears rolling sides cheeks suddenly began talk times would get mad mad swear dad little boy get embarrassed knew never said lords name vain thinking back moments began laugh small unnoticeable giggle mean laughing loud got rid aching sadness room night never forget laughter night would become emotional memories later life,20,17,37
69,8,20804,laughter important life many reasons laughter life wonderful right many people life make laughter best way brighten day like friends family boyfriend many stories laughter part life going tell story boyfriend used laughter make feel better think stomach ache happened heading home boyfriends house sitting max stomach started hurt told boyfriend told probably ate anything worried going long trip home trip house boyfriend trying distract worrying much stomach ache started talking telling day school told day okay bad started talking awhile boyfriend took hat said flat volume boyfriend took hat said bursted laughing laughing hard instead stomach hurting eat day hurting hard much laughing laughing hard boyfriends hair messed hair looked funny trying laugh asked boyfriend hair like started telling taking shower grabbed shampoo bottle said flat volume know hair going much volume whole way home stop laughing boyfriends hair thought funny forgotten stomach ache till day still laugh boyfriends hair looked day inside joke every time remember day tell flat volume start laughing know thatlaughter best medicine stomach ache laughter always part life matter,20,20,40
70,8,20805,ever wondered best friends even became friends maybe maybe remember well story tell today friend became friends also going tell stayed friends long little things kept us friends admittedly start friends laughed time instead started crier helper first met eighth grade gotten called first period class greeted math teacher told gotten new student moved exactly happy also asked mind showing around school another classmate agreed walked room saw first thing noticed eyes tears went face realized pretty girl like said happy admit little scared try show around seeing happy got started calmed immensely still even crack smile feeble tempts make jokes still felt like happy broke big guns walked differently talked funny voice even started saying random funny things long pauses eventually smiled kept going toward end got laugh hard almost wet funny us definitely last funny thing know type funny things happen matter always remember see person happened right well say least lot moments granted lot happen people makes fun like one time drawing painting class little office getting picture draw hyper pretty much day else randomly look around room see really cute looking poster noticed ever without realizing said aloud really cute started laughing holding desk keep falling ground still realized said aloud really confused still laughing watching laugh really entertaining finally calmed long enough say said blushed started laughing along every time see remember moment crack laughing point something say way said think big memories really funny thing kept us together helps us remember fun times bad times also helps keep link strong throughout group friends little things matter every little thing together friends helps us later little funny things either big funny things boring things think friendship would last long like talking accidentally burp fart walk maybe laugh hide face hands arms jiggle possibly even say something weird walk funny really go bathroom friends keeps us together become person feel like become better person believe help become one besides little things funny big things stated laughter big part friendship friendship started laughter started tears grew laughter laughter brought us together act weirdness stayed strong ever since lot common frank really even much common big hilarious moments shared together people little things daily basis find really funny say laughter probably best thing keep relationship good healthy,20,20,40
71,8,20806,couple things lead strangers comfortable experience laughter meeting boyfriends parents nerve wrecking uncomfortable people person get along anybody starting conversation someone judging every move little bit challenge boyfriend dating almost year type people like spending time families obvious meeting family would come play met parents young attended last years elementary middle school one year high school together left couple years came back really different months dating met folks one day football game attended girlfriends also dating guys team terrible loss came locker room hugged told time meet parents took deep breath started get really nervous love meeting new people usually problem fact wanted parents love put lot weight slowly walked said friendly voice possible mother reached said took hand shook replied nice meet looked reassurance father reached welcoming smile eyes looked familiar warm shook hand felt less nervous bit comfortable great meet think game looked surprise talked started great conversation football talking football minutes brought something reminded joke always lame jokes nervous telling parents even funny joke thought lame yet loved took chance anyways said reminds joke looked wide eyes said oh god looked away started two muffins oven one said wow hot screamed holy crap talking muffin started laughing laugh odd anyone meet tells laugh unique mother like adorable tell smiled gratefully father said sweetly like laugh heard anything like came said yes laugh really something kinda smiled went dinner cracking jokes laughing laughing laugh thank goodness laughing started laughing felt comfortable welcomed day laugh telling joke still day happy told joke,17,18,35
72,8,20807,mission trip meeting clock friend decided would go grandpa pick us house take us got church went meeting till clock went bible study tired ready go home come realize grandpa know found apperently left go home mom grandma sister got pick us informed parent meeting students going mission trip meeting went craft store got went mom grandma stayed bought mom pair comfortable slippers went back brag slippers mom grandma bad idea grandma decided needed pair walked taking forever told stopped looking stuff would go get sandwhich come back got bad mood ready go home ordered sandwhichs went back finally found pair slippers looking hour half everyone gets car think going home sudden grandma shouts going want bowl chili reaction gosh let hungry stop getting chili says need go boy mistake forever day got back car sat backseat middle told forget show mom important piece mail got home response ya ever get home could laugh video taped mom kept looking back see ok stop laughing laughed hard crying lost breath face red cherry laughed without break road eventually fell asleep,18,17,35
73,8,20808,laughing makes live longer told child think laughing really important life relationships realationship sister laugh day everyday think thats fun together laugh homies remember one time laughing hard nothing thats something alot laughing person everybody knows think laugh takes everything thats bad right none even matters one friend namd kind person made laugh matter kind mood always important person life one time girl quiet reason us straight told needs talk laugh something opened actually laughed funny things see bunch friends people affiliated good sit say anything laugh things think funny even people dont kaugh cares love absoulutly love babies laugh baby laughs means baby gonna happy human movies tv shows sometimes laugh feel like laugh life way easier looking negative things happy laugh every one time sister stole truck well asked guy could use truck something said yeah really didnt use anything wanted drive started driving going fast blasting loud music hilarious everytime listen song blasting crack laughing make good memories later life think memories get brought somehow funny sit reminise could tell thousand stories heres one one time living good friend table pretending space ship much fun never forget time even writing still laugh stories one time sister skating downtown trying one trick think tre flip anyways tryed fell butt hurt hilarious everytime pass place fell laugh memories fun every memory laugh remebered one time hanging cool people left went girls house turned music way danced like hour video really funny video mostly laughing,15,16,31
74,8,20809,sound love hear laughter laughter plays big roll life thing keep going sometimes even better ice cream saying lot many different experiences life laughter big part like brother got sent back jail laugh thing made feel good inside also got dumped like last nights garbage laughter made feel nothing ever happened people feeling best going struggles life truly believe laughter make everything feel little bit better hit like brick head hearing brother got put back jail hard thing hear gotten four month sentence three months ago one hardest things thinking say three year old son asks main reason scared brother nephew light situation adorable laugh whenever brother gets thrown back jail know everything okay see big smile little chubby face inspiration smile feel like absolutely nothing word smile laugh even sitting emergency room still kept laughing absolute worst thing world hate able get bed go places usually go stuff outside friends cant anything things really take nasty medicine recently hospital severe abdominal pains even two weeks later back emergency room strep lot pain four weeks together one thing hate people feeling bad whenever always crack jokes make people laugh matter much hurts laugh even though laughing feel good physically sure made feel lot better emotionally laughing like brand medicine feeling well seems make feel better faster counter medicine especially breaking first love want mistakes hurt anymore last thing said first love left standing alone staircase drown tears first real break pretty hard time dealing day broke friends came picked told needed cheered got town stopped store friend told pick half gallon ice cream got mint chocolate chip finally got house told eat whole half gallon ice cream course argue eating ice cream friend put little skit going ex boyfriend laughing hard got brain freeze time skit rolling floor laughing laughing made forget sad first place felt good laugh friends brought us closer together ex never hung always blast day remember forever laughing truly key living great life life gives lemons make lemonade quote chose listen try follow quote saying enjoy little things life whenever laugh enjoying little pleasures life laughing part life matter hard life seem even brother jail got dumped laugh worry anymore laughter main ingredient everyone life forget life wont turn way anyone would want,20,20,40
75,8,20812,laughter need need reminder hope perseverance strive better others strive better need reminder live dreams instead dreaming living opinion importantly reminder even though make mistakes still chance simply courage seize foster parents decided go dinner children course invited either stay home babysitter go friend house one wanted stay home nothing one best friends single child living grandmother made quick phone call ten minutes later waiting grandmother pick five back later nine four hours two weeks neither us knew much time hands saw hours school way new us sophomores crush turned big problem considering knew piece information problem boyfriend got along like fact spending much time especially trusted take care though make huge deal decided set tree first go everything tree shiny tinsels ornaments pictures name took twenty minutes get everything set including time took unpack decorations looked magnificent done help make pretty looking trees far best proud work much life appreciate one things normally matter suddenly became really important admired work minutes went den got talk bit texted girlfriend process preparing break together sophomore year beginning regret relationship started one buddies ended know sounds bad really want first putting would stop fighting much starting see broke first place like bad drug got really high dropped like rock extremely controlling finally convinced enough enough broke felt happy depressed happy could free depressed felt alone never getting close people hard seeing roughed sit well knew much better people knew needed help quick something subtle would seemed unimportant took one look got computer gave long hug first think idea boyfriend protective like guys getting close circumstances please try relax minute making nervous said tone meant order question maybe fact bad mood seemed like funniest thing world started laughing really hard hard pulled away embrace kissed forehead way saying beautiful going okay asked worried voice fine thanks never showed guitar thing guitar thing said played guitar realized might ever get another friend one come show play man,20,19,40
76,8,20813,people bonded years bonds streanthend laughter joy trust imporntant work together build bonds normal people enjoy one another must fun fun begins laughter laughter comes brain two people think thing funny brings together similar intrests telling funny joke person always ends smile face brings people around easily since young always real happy kid one easy around believe like parents always told people happy ones people want seemingly happy person given friends although never really understood ment could mean many differant things ever friends looking back always laughing joking something could laughing ourselfs could laughing random person street could absloutley nothing laughing something stupid still good times starting argument funny us someone starts saying stupid stuff one us jump chance make sound stupid possiable time wont get butt hurt alot time take far laughter shared keeps us friends stupidity pain probly top two reasons laugh stupidity would one says something make sence came wrong time never stood laugh pain maybe glad us pain although sometimes maybe know get someone hurt badly another person laughing alot time see get angry made fun pain need realize funny people get hurt know laugh laughter always bring people relationships show common intreasts people tolerate others laughter main component bringing happiness peoples life happieness laughter world would supper boring,18,18,36
77,8,20814,laughter mystery happens ever pleases puts smiles faces laughter happens many ways although mine happened end crazy situation huge mess follow things got extream unforgettable things could never forget around two months ago cold birthday threw little party house though little treat everyone arrived smirk faces nobody would tell whats going started become distraught buddie boyfriend walked kitchen pound bucket full spaghetti ten pound gallon tomato sauce next thing knew mouth agape believe eyes understanding much also mother walked exclaimed cars let go approached funny feeling pit gut looked around noticed sister law holding video camera right knew something going happen something big extraordinary extream right spaghetti flying everywhere getting peoples hair faces clothes getting stained messy mention cold wet rainy outside fog made hard see u hitting throwing end noodle war looked worse even shoes wearing stained got back house wash hose swore going get sick cold water running face could feel noodles falling outta hair clothing sauce steaming face laughing laughing everyone laughing others badly covered noodles sauce eventually got hungry decided nachos mom poured two family size nacho chips table followed two ten gallon cans nacho cheese jalapenos olvis think noodle sauce messy well went wrong friend dropped nachos couch threw nacho cheese threw chips tossed cheese ended dog let say living room cheese fest believe nacho cheese got stuck dogs fer girls hair chip crumbs couch cheese floor tree finally said nachos cake time ginger thought going another mess well wrong started singing happy birthday song cameras flashing mother background crying cries birthdays says year closer kids moving figured would use knowing already two kids move sudden frosting face rubbed frosting smeared face though rubbed back onto mine mom grabbed plate threw tossed chocolate frosting everywhere along nacho cheese soon played video games course played live got irritated someone game ended throwing controller television broke mother pleased oh well still got watch movies room eventually people started leaving saying goodbyes ill see peace dude said looked back living room say nothing huge mess chips nacho cheese cake mention broken v got stuck cleaning mess three hours though laughing entire time happened greatest time ever could would go back fun laughs laughter everywhere see right away though started laughing brains laughing puts everyone good moods smiles faces also make mess put things crazy situation deny crazy situations would go back laughter greatest thing world call,17,15,32
78,8,20815,laughter laughter many benefits make us might make us distance two people maybe make us differenceses relationships people many people believe think laughter important part relationship friends family ect going talk reasons laughter benefit us also make us distances people laughter works relashionships friends many people think really fun laugh simple things thats laugh things might seem funning others might seem extremely funny stop laughing many poeple consider laughter funny many others believe laughter important part us shows people around way express self things many friends even family know type person silly get sometimes thats reason think great idea thing around fun laugh talking relashionship people think laughter important part relationship could help us ways well yes think laughter extremely important many relationship people get know others get know eventhough many relationships friends family new people meet believe laughter tells person person reacts people tell laughter expresses person wheither fun people around laughter even tells person lot humor little humor people much humor really understand get funny parts jokes anything also think laughter really important type relationship anybody makes know person lot better people consider laughter reason distances two people considerlaughter reason people distances reasons think say becasue many people laugh lot almost crying distances people anything might get friends people talk becasue people well might see person might see person really fun around know becasue laugh lot happened thats consider believe laughter reason distances people relationship opinion consider laughter important part way think also things like mean humor actually express way thinking something super silly new kid school someone else says something might probably think funny might want laugh moment becasue little shy simply becasuue might know person well maybe person enough confidence laugh whatever silly thing someone said although many people still laugh whenever want sometimes laugh lot might happiest funniest person anywhere whenever somebody sad might well person theri make laugh happy addition reasons think laughter great way people get know better reasons laughter benefit distance people,15,16,31
79,8,20817,times get along others times also times make others laugh cry like one time friends walking store start pointing random things pointed store started laughing hard literally peed pants go back house could change clean cloth took minutes get dressed asked said taking pee started laughing rolling floor hit laughing hard pointing store last time gone inside man talking son football team friend time top ten guss really man felt afraid lady talking might think gets says us letting know thought right second gives us hug man gets says come get hug started laugh harder heck good thing go rest room,13,17,30
80,8,20818,fills air around us happiness joy brings warm memory loved ones close us adds splash hope need laughter key solving life problems way adding something special life comes many different areas life laughter could come pitiful joke someone could told could brought show could also come joy get near loved one returning home long journey imagine seeing something comical like person falling crashing pole moment right happens hear self laughing hard practically cant breath person standing right next joining laugh although might seem rude disrespectful made bond person right next found similarity friendships brought made one little thing made laugh connection trigger brand new friendship people could either last minute last life time case met one closest friend ever seen student class trying show class cool climbing flag pole replace state flag personal home made flag got show heading pole almost half way must gotten scared minutes later started yelling help minute later faculty members finally heard cry yells tried get ware took almost half hour get moment ware made one greatest friendship ever life many friendships made class people go work great friendship brought simple laugh two people share god laugh last name son story claimed surprised blessed child people would laugh surprised way hear news surprised shocked also bring one laugh either happened surroundings self remembered time ware laughed something took surprise lost keys house inside car looked every ware luck finding hour pass called dad would bring key house called wait half hour dad get soon father parked driveway found key lost inside pocket typical cartoon moment heard news started laughing happen shocked little dumbfounded happened see surprise also bring smile laugh onto someones face picture staring eyes one close blank face trying let slightest bit giggle smile find laughing nonstop reason basically every day thing sister sister stare even minute eventually start laughing first five seconds end laughing hole hour without stop soon stop laughing note laughing apparent reason would make us laugh another hour kind laughter two people close get kind need reason laugh end laughing reason shows connection two people type ware know person thinking laughter come old memory family gatherings holidays friendships made school memory childhood thing thought style cool k thing look back laugh little surprise also fact know someone heart,16,16,32
81,8,20819,laughteri laugh everyday feel lot different emotions laughing emotions happiness sadness pain use laughter let emotions seen laugh usually feel happy wards en less crying hurt sad tend laugh smile lot hide pain feeling want people see sad time think playing sad card get attention laughing smiling actually make everything hurt worse instead making better sad tend rely laughter get threw day laughter would people asking wrong day would drive crazy angry way laugh friends family member trying make happy reminiscing fun times iv makes happy laugh brightens day anger also laugh things people say even tho hurt feelings said want know hurt happy smile laugh laughter brightens life happy laugh friends sit laugh hours nothing friends pretty silly times laugh fun good mood makes pretty happy things life make laugh nephew family friends things talking come mind think laughter think every single person needs laughter life happy,15,15,30
82,8,20821,laughter laughter everywhere three doors reclining comfy living room nearest playground bouncing teeter totter elegant restaurant sitting petite table distant corner lingered old fifth grade classroom stumbled doorway carrying purple backpack lunch pale resting left hand recognized everyone previous years elementary school shortly joined visiting hook outside door waiting anxiously turn fifth grade legendary known coolest teacher around played large role gossip young students us hopes set high seats graders announced contagious smile kids scattered around room searching seats near closest friends everyone listened attentively introduction year voice caught full attention exciting compared expectations appeared nice teachers come still nothing spectacular day dragged sleepy faces returned vivid colors escaped touch day finally reached end satisfying eager children next day rose quickly trudged back disappointing classroom surprise next day nothing like first classroom experienced drastic change every wall filled endless color posters layered plain paint fascinating pictures words fancy popcorn machine rested back room fresh popcorn overflowed inside smell traveled needy nostrils entered mr sat contently broad desk made way seats welcomed us second day first couple minutes class found rumors true sense simple humor created giggles every corner class ideas word choice related us graders found subtle jokes quite amusing young minds spoke like spoke acted like acted joked like joked even created customized nicknames us laughter hung heads like heavy never continuing along weekly popcorn servers would hand stuffed bags kids class read aloud kids became ecstatic jeopardy gathering teams quick possible classroom became place wanted stay forever never parting hour long games water chugging contests despite everlasting fun games showed us really like learner cared future pushed us strive every moment life taught us write desire worth express feelings paper tell world story want heard would plan one one time students struggling particular subject next class confidence bloomed ability reach minds find emerge hidden confidence become respected yet felt comfortable messing around class frequently done us gave us craving learn began walk home stopped door unexpectedly said high tone hiding enthusiasm chuckled fun class today yeah answered grin glad continued changing subject thinking huge dodge ball tournament recess tomorrow think would good idea snickered trying comprehend fact adult said would fun expressed quite excited really neat kid know lot fun class face lit stood smiling quite time finished slight conversation continued home every student class yearned liked popular kid school liked liked man changed whole outlook education life gradually time time drift back careless days grade still laugh ridiculous events occurred small classroom every day frequently glance witness dense still hovers laughter left mark kids grade class,30,25,55
83,8,20822,laughing one key components relationships others lightens mood situation really lift sprits bad day often ice breaker meet someone new help get closer friends already first day school freshman year met girl named writing class boy named sitting us talking schedules said something made conversation slightly uncomforatable looked saw heard said look face somewhere embarrassed close laughing smiled mouthed word awkward turned away cue okay laugh subtly know first laugh would lead many friendship would develop almost instantly first week schedules changed students shuffled around found every single one classes together except probably spent time laughing classes getting work done exactly sure managed pass classes spending much time together matter time enough inside jokes fill dictionary nearly word sight something related one jokes send us fit laughter sometimes say anything look burst laughing friends often question sanity start laughing look eachother us clue ask okay understand us way understand eachother people always get names mixed even though look nothing alike names dont even rhyme start letter really blame much alike activities participate way think could almost person makes laugh every single day one best friends another one friends constantly making crack whenever always terrified peeing pants close gotten better friends year lot classes together year probably gotten closer always stupid stuff together laughing whole time example like laugh obnoxiously loud exaggerate ha someone tells really lame cheesy joke biotech teacher loves tell cheesy jokes class sit together anticipating one jokes laugh also like chew gum mouths open order make chewing noise louder often laugh hard even chew know good day make laugh way lot friends comes deep within point even breathe tears running face makes entire face sore even eyes scrunched long fun person around glad one friends laughing important part relationships people friends make laugh friendship would much boring nothing would fun never laughed never happy life willing try life hard easy always going smiles smooth sailing going sadness rough waters matter tough life get know friends like share laugh,25,20,45
84,8,20823,laughter like cooking brings people every kind together wrong food wrong time bring discomfort others around beans laughter medicine laughter universal language speak language foreign friend even know ounce native tongue laughter differs ranging loudness pattern softness attitude laughed weeks world laughing way well sometimes life important laugh laughter forgiving nod acceptance freshman year arrived early morning keep friend company mom dropped early time due transportation conflicts sure even fighting particular subject knew gone bunny trail picking apart something done weeks ago voices escalating despite fact disagreement taking turn toward physical words devastating taking jabs belt giving black eyes sorts teams right knew really carry air self righteousness thought done secrets spill also wrong attention focusing rather deflecting fiery words sure let guard start crying something ridiculous like happenedone time declared tried defended way tell whole world tell world objected told one person told one person told another person raised eyebrow manner say know talking air room stiff direction taking argument going getting point feeling mutual done done leaned back casually wall attempting appear apathetic ankle succumbed gravity present moisture grazing surface causing loose footing cool thrown window shoe caught slick surface tile wet hundreds trodden footsteps left morning downpour crashing met unforgiving stone floor left face dazed pride altered wish conversation gone standing three feet tall towering concealing slight satisfaction lurking behind dimples slowly slid wall stood behind coming eye level took one look eyes waving white flag smug victory left craned neck backward smiled ceiling let giggle sure thought first yet slowly surely managed chuckle giggle triggered full laughter seizure catching soon leaving us laying floor nothing particularly special bleak speckled tile desolate stone ended sprawled heads huddled hands bellies trying steady breaths back normalcy one early morning sure apologized accepted think forgiveness went without saying laughter dependent words managed smile laughter friend shared pre school classroom carried throughout day laughter shortest distance two people distance brought assurance relationship shared friend solve problems reminded us silly meaningless petty arguments amounted definitely something worth laughing sure fall grace triggered expression innocent surrender part laughter letting go bitterness welcoming laugh sides ended brave wave laughter picking sides still speaking language,21,20,41
85,8,20824,laughter laughter one best feelings individual achieve feeling sad angry argument laughing turn negative feelings good ones though want show turn emotion hard laughter important thing abundance throughout relationships laughing wonderful feeling whether chuckle hilarious outburst completely changes one mood laughing someone even better still laughter filled relationships important element someone well sharing great way start friendships keep thriving relationships without laughter soon end almost impossible good friends someone without able together laughter something needs exposed relationships often without connection joy excitement common ground unable someone people need relationships humor laughter bonds people together age still diapers watched video titled would watch countless times day parents siblings whenever video brought great time reminiscing days able together brought family relationships highest point relationships important including laughter make stronger laughter important contagious laughter lighten tough situation lift everyone spirits hard someone else laughing everyone sometimes someone provokes laughter within group making others wonderful feeling well comedians make career making people good feelings emerge make someone one personal favorite comedians style way sets jokes knows make people one friendships need someone lift spirits higher however laughter come making fun someone come situation circumstance group facing key good comedian circle friends healing powers laughter real work studies laughter heal body things laughter therapy real treatment troubled individuals norman book laughter best medicine explains powers laughter detail watched laughed wellness shows one needs laughter well laughter important person health raises spirits lightens moods fact laughter therapy shows one enough laughter life healthy could friendships lacking humor seek laughter one important feelings one needs surround throughout entire life,20,25,45
86,8,20825,essay telling laughter conflict trust important relationship good relationship cousin laugh fight always trust anything known past year lives name love anyone else world one thing make us closer laugh others mistakes one us messes laugh try help problem one us mess something always first even like person problems conflict think something else think important good relationship fight time even littlest stupidest thing always find one way fight something messing could would completely mess mine life protect messing lives much stop really stupid things strange feeling hurt might hurt someone something trust something important relationship trust tell someone anything matter everything want something could go could tell wanted something could go could tell could tell anything even going mad ever really needed would soon possible almost never judge something going person done done well would trust life best friend favorite cousin mom sister everything else always laugh mistakes always type conflict always help one ever reason thing think need good relationship someone like cousin still relationship never able lose matter hard try always side,15,18,33
87,8,20826,bell rings shuffle shuffle snap eeee crack slam click stomp tap tap tap slam creak shoof shoof sigh seventh class day go tu va ou pas tude cette class l tu peux aller au bibliotheque si tu veux blinked chocolate haired mocha skinned impatiently awaiting answer truth knew really care came made difference trailed feet behind like pathetic puppy silent adorable loved spoke fidgety exchange student translator colorful clothes shocking ten seconds forgotten flock seagulls haircut thought go exchange complete opposite everyone one wants go home ego ready answer begged remember months months wanted thought dreamt went girls expected walked three person wide staircase side side shuffled awkwardly behind finally arriving sat table three girls talking glazed eyes attempting look lost thought care included selfish thoughts buzzed head talking make effort talk really idea felt someone feel shadow notice sure never offers insight never makes laugh confidence said mother voice carry knew simple alien girls would never understand would never understand frustration started flick peas across room spoon pat flick sproing caught interest discussing something emotional tears began pour eyes sniffling went bathroom leaving alone could felt felt emotion stared silently continued shooting peas stared darted around room suddenly horrible miscalculation pea hit boy face turned around swore looked across table laughed laughed hard cried hard huge alien tears flooded eyes people around us laughing even though idea funny even know funny matter dripping tears snot reaching reenacting pea hitting boy face friends years laughing happened time saturated angst lonliness despair felt past four weeks connection felt instantaneous like lightening kind connection felt best friends back home felt huge swelling sensation chest like balloon stuck inside stomach aching cheeks sore felt seizing heart felt whole even second soul open best laugh life sniffle sniffle gasp laughter gasp swipe tears sniffle sniffle laughter gasp thought came bell rings,30,30,60
88,8,20827,believe grandfather told laughing could cure anything nine years old days dark cold felt like life shattered piece stain glass window ageless pit bull died also little sister would tease dared shed tear lost best pet sat coach staring fire crackled popped grandfather sat beside told story young lost best friend friend pet name began eleven years old oh much fun thought gonna grow old together others best men cause trouble tell end best friend end loved much like love never thought anything would happen thought live forever something happened gone fishing alone church work wonderful day river never came back river sniffled old story see cure sadness want know nodded half thinking magical medication spell said utterly shocked simply said gently knowing easy temper stages grieving feel lost little bit find way back home heart always find wave joy flow love life seen short nodded look sober face kissed top head looked eyes dare meet intensity knew saw reflection fire blazing watery green blue eyes could see processing told left alone think needed move life easy knew opened note book homework get mind discovered small piece paper size deck cards flipped showing picture tear leaked corner eye mud pit blond hair looked like dirt considering rolling mud pit bull rubbing greasy head shoulder smearing mud smiled missing even feeling lot better minute loved loved much still day get friend gone saw picture laughed automatically feeling better horrid granddaughter inconsiderate best friend seeing good times smiling made honestly feel better huh maybe laughter cure anything,24,21,45
89,8,20828,start new age turned joy thought existed birthday party even bare mom asked wanted birthday told wanted party sleep agreed night planed made invitations week flew new party time invited best friends family good time time flew time everybody go three friends stayed night barbie parents whet party staying home night around watching hills eyes herd big crash star went stars saw self knock freaked ran stars screaming called mom thinking someone home rushed home thinking real emergency mom dad went stars check found black cat mouse gotten window jumped self sturdy enough clapped,13,15,28
90,8,20829,bus flew around tightly wound corners beyond windows farmland rocky bluffs peaceful rivers streamed past exhausted fourteen hour flight barely knew time things keeping awake jolting bus barely knew gossiping quietly going visit live group high school students affectionately referred met partner everything knew life family learned maybe ten maybe short messages communication going problematic mother started teaching turned two nowhere near fluent self conscience uncomfortable around native speakers decent family spoke finally bus drove narrow cobbled streets pulled plaza packed people doors hissed open filed crowd standing tiptoes search new families around people chattered mix parents waited somewhere middle slowly wove way towards brigitte host mother grabbed hug gehts war dein flight faltered war sehr langalso ich bin ein bisschen muede flight long little tired took arm led uphill towards school welcome dinner held explained excited meet small never get tourists get exchange students every year stomach filled jittery sick feeling nervous anticipation normally making friends easy time different minimally understood language culture people surrounding long flight evident sleepless bags eyes greasy knotted hair jet lagged brain wondered would get along people would fit able slip life without many hitches snags passed antiquated street dusky tunnel like entryway turns emerged open courtyard array food covered several tables scent grilling bratwurst wafted air hungry something eat much food told grabbed plate placed roll strawberries sausage anxious really hungry steered towards worn table wooden benches friends already enjoying dinner beers introduced perched stiffly edge seat talked excitedly questioning life loosened began joke sometimes sometimes teased accent mean teasing trying malicious light funny laughed moment seemed fit better people sometimes understood less foreigner new friend relaxing allowed laugh mistakes really enjoy someplace entirely new,25,24,49
